occupation	href	task
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Answer clients' questions regarding construction work, financing, maintenance, repairs, and appraisals.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Coordinate appointments to show homes to prospective buyers.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Contact property owners and advertise services to solicit property sales listings.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Advise sellers on how to make homes more appealing to potential buyers.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Advise clients on market conditions, prices, mortgages, legal requirements, and related matters.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Display commercial, industrial, agricultural, and residential properties to clients and explain their features.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Accompany buyers during visits to and inspections of property, advising them on the suitability and value of the homes they are visiting.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Arrange for title searches to determine whether clients have clear property titles.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Develop networks of attorneys, mortgage lenders, and contractors to whom clients may be referred.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Review plans for new construction with clients, enumerating and recommending available options and features.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Inspect condition of premises, and arrange for necessary maintenance or notify owners of maintenance needs.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Visit properties to assess them before showing them to clients.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Investigate clients' financial and credit status to determine eligibility for financing.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Evaluate mortgage options to help clients obtain financing at the best prevailing rates and terms.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Appraise properties to determine loan values.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Contact utility companies for service hookups to clients' property.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Solicit and compile listings of available rental properties.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Conduct seminars and training sessions for sales agents to improve sales techniques.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Arrange meetings between buyers and sellers when details of transactions need to be negotiated.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Rent or lease properties on behalf of clients.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Secure construction or purchase financing with own firm or mortgage company.
Real Estate Sales Agents	https://www.onetonline.org/link/summary/41-9022.00	Locate and appraise undeveloped areas for building sites, based on evaluations of area market conditions.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Operate telephone switchboard to answer, screen, or forward calls, providing information, taking messages, or scheduling appointments.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Greet persons entering establishment, determine nature and purpose of visit, and direct or escort them to specific destinations.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Receive payment and record receipts for services.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Schedule appointments and maintain and update appointment calendars.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Transmit information or documents to customers, using computer, mail, or facsimile machine.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Hear and resolve complaints from customers or the public.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	File and maintain records.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Provide information about establishment, such as location of departments or offices, employees within the organization, or services provided.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Perform administrative support tasks, such as proofreading, transcribing handwritten information, or operating calculators or computers to work with pay records, invoices, balance sheets, or other documents.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Collect, sort, distribute, or prepare mail, messages, or courier deliveries.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Perform duties, such as taking care of plants or straightening magazines to maintain lobby or reception area.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Analyze data to determine answers to questions from customers or members of the public.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Calculate and quote rates for tours, stocks, insurance policies, or other products or services.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Keep a current record of staff members' whereabouts and availability.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Schedule space or equipment for special programs and prepare lists of participants.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Process and prepare memos, correspondence, travel vouchers, or other documents.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Enroll individuals to participate in programs and notify them of their acceptance.
Receptionists and Information Clerks	https://www.onetonline.org/link/summary/43-4171.00	Take orders for merchandise or materials and send them to the proper departments to be filled.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Initiate, facilitate, and moderate classroom discussions.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Prepare course materials, such as syllabi, homework assignments, and handouts.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Maintain student attendance records, grades, and other required records.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Evaluate and grade students' class work, assignments, and papers.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Prepare and deliver lectures to undergraduate or graduate students on topics such as anatomy, therapeutic recreation, and conditioning theory.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Plan, evaluate, and revise curricula, course content, course materials, and methods of instruction.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Keep abreast of developments in the field by reading current literature, talking with colleagues, and participating in professional conferences.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Compile, administer, and grade examinations, or assign this work to others.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Advise students on academic and vocational curricula and on career issues.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Supervise undergraduate or graduate teaching, internship, and research work.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Maintain regularly scheduled office hours to advise and assist students.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Conduct research in a particular field of knowledge and publish findings in professional journals, books, or electronic media.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Serve on academic or administrative committees that deal with institutional policies, departmental matters, and academic issues.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Participate in student recruitment, registration, and placement activities.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Collaborate with colleagues to address teaching and research issues.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Select and obtain materials and supplies, such as textbooks.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Write grant proposals to procure external research funding.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Compile bibliographies of specialized materials for outside reading assignments.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Participate in campus and community events.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Perform administrative duties, such as serving as department heads.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Prepare students to act as sports coaches.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Act as advisers to student organizations.
Recreation and Fitness Studies Teachers, Postsecondary	https://www.onetonline.org/link/summary/25-1193.00	Provide professional consulting services to government or industry.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Enforce rules and regulations of recreational facilities to maintain discipline and ensure safety.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Organize, lead, and promote interest in recreational activities, such as arts, crafts, sports, games, camping, and hobbies.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Assess the needs and interests of individuals and groups and plan activities accordingly, given the available equipment or facilities.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Manage the daily operations of recreational facilities.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Administer first aid according to prescribed procedures and notify emergency medical personnel when necessary.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Complete and maintain time and attendance forms and inventory lists.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Explain principles, techniques, and safety procedures to participants in recreational activities and demonstrate use of materials and equipment.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Direct special activities or events, such as aquatics, gymnastics, or performing arts.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Supervise and coordinate the work activities of personnel, such as training staff members and assigning work duties.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Evaluate recreation areas, facilities, and services to determine if they are producing desired results.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Document individuals' progress toward meeting their treatment goals.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Greet new arrivals to activities, introducing them to other participants, explaining facility rules, and encouraging participation.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Confer with management to discuss and resolve participant complaints.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Meet with staff to discuss rules, regulations, and work-related problems.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Oversee the purchase, planning, design, construction, and upkeep of recreation facilities and areas.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Encourage participants to develop their own activities and leadership skills through group discussions.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Meet and collaborate with agency personnel, community organizations, and other professional personnel to plan balanced recreational programs for participants.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Provide for entertainment and set up related decorations and equipment.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Serve as liaison between park or recreation administrators and activity instructors.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Schedule maintenance and use of facilities.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Conduct individual in-room visits with residents.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Develop treatment goals for individuals based on their assessments.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Evaluate staff performance, recording evaluations on appropriate forms.
Recreation Workers	https://www.onetonline.org/link/summary/39-9032.00	Take residents on community outings.
Recreational Therapists	https://www.onetonline.org/link/summary/29-1125.00	Instruct patient in activities and techniques, such as sports, dance, music, art, or relaxation techniques, designed to meet their specific physical or psychological needs.
Recreational Therapists	https://www.onetonline.org/link/summary/29-1125.00	Conduct therapy sessions to improve patients' mental and physical well-being.
Recreational Therapists	https://www.onetonline.org/link/summary/29-1125.00	Plan, organize, direct, and participate in treatment programs and activities to facilitate patients' rehabilitation, help them integrate into the community, and prevent further medical problems.
Recreational Therapists	https://www.onetonline.org/link/summary/29-1125.00	Observe, analyze, and record patients' participation, reactions, and progress during treatment sessions, modifying treatment programs as needed.
Recreational Therapists	https://www.onetonline.org/link/summary/29-1125.00	Develop treatment plan to meet needs of patient, based on needs assessment, patient interests, and objectives of therapy.
Recreational Therapists	https://www.onetonline.org/link/summary/29-1125.00	Obtain information from medical records, medical staff, family members and the patients, themselves, to assess patients' capabilities, needs and interests.
Recreational Therapists	https://www.onetonline.org/link/summary/29-1125.00	Confer with members of treatment team to plan and evaluate therapy programs.
Recreational Therapists	https://www.onetonline.org/link/summary/29-1125.00	Counsel and encourage patients to develop leisure activities.
Recreational Therapists	https://www.onetonline.org/link/summary/29-1125.00	Encourage clients with special needs and circumstances to acquire new skills and get involved in health-promoting leisure activities, such as sports, games, arts and crafts, and gardening.
Recreational Therapists	https://www.onetonline.org/link/summary/29-1125.00	Prepare and submit reports and charts to treatment team to reflect patients' reactions and evidence of progress or regression.
Recreational Therapists	https://www.onetonline.org/link/summary/29-1125.00	Develop discharge plans for patients.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Explain proper operation of vehicle systems to customers.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Locate and repair frayed wiring, broken connections, or incorrect wiring, using ohmmeters, soldering irons, tape, or hand tools.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Repair plumbing or propane gas lines, using caulking compounds and plastic or copper pipe.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Confer with customers, read work orders, or examine vehicles needing repair to determine the nature and extent of damage.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Examine or test operation of parts or systems to ensure completeness of repairs.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Connect electrical systems to outside power sources, and activate switches to test the operation of appliances or light fixtures.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Connect water hoses to inlet pipes of plumbing systems, and test operation of toilets or sinks.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Inspect recreational vehicles to diagnose problems and perform necessary adjustment, repair, or overhaul.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Inspect, repair, or replace brake systems.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Diagnose and repair furnace or air conditioning systems.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Repair leaks with caulking compound or replace pipes, using pipe wrenches.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	List parts needed, estimate costs, and plan work procedures, using parts lists, technical manuals, or diagrams.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Remove damaged exterior panels, and repair and replace structural frame members.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Open and close doors, windows, or drawers to test their operation, trimming edges to fit, as necessary.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Reset hardware, using chisels, mallets, and screwdrivers.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Refinish wood surfaces on cabinets, doors, moldings, or floors, using power sanders, putty, spray equipment, brushes, paints, or varnishes.
Recreational Vehicle Service Technicians	https://www.onetonline.org/link/summary/49-3092.00	Seal open sides of modular units to prepare them for shipment, using polyethylene sheets, nails, and hammers.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Sort materials, such as metals, glass, wood, paper or plastics, into appropriate containers for recycling.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Clean recycling yard by sweeping, raking, picking up broken glass and loose paper debris, or moving barrels and bins.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Operate forklifts, pallet jacks, power lifts, or front-end loaders to load bales, bundles, or other heavy items onto trucks for shipping to smelters or other recycled materials processing facilities.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Sort metals to separate high-grade metals, such as copper, brass, and aluminum, for recycling.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Clean, inspect, or lubricate recyclable collection equipment or perform routine maintenance or minor repairs on recycling equipment, such as star gears, finger sorters, destoners, belts, and grinders.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Collect and sort recyclable construction materials, such as concrete, drywall, plastics, or wood, into containers.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Extract chemicals from discarded appliances, such as air conditioners or refrigerators, using specialized machinery, such as refrigerant recovery equipment.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Deposit recoverable materials into chutes or place materials on conveyor belts.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Operate balers to compress recyclable materials into bundles or bales.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Clean materials, such as metals, according to recycling requirements.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Record logs of recycled materials or waste chemicals removed from products.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Operate processing equipment, such as fiber-sorters and grinders, to sort, crush, or grind recyclable materials.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Collect recyclable materials from curbside for delivery to designated facilities.
Recycling and Reclamation Workers	https://www.onetonline.org/link/summary/53-7062.04	Operate automated refuse or manual recycling collection vehicles.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Oversee recycling pick-up or drop-off programs to ensure compliance with community ordinances.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Maintain logs of recycling materials received or shipped to processing companies.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Supervise recycling technicians, community service workers, or other recycling operations employees or volunteers.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Review customer requests for service to determine service needs and deploy appropriate resources to provide service.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Provide training to recycling technicians or community service workers on topics such as safety, solid waste processing, or general recycling operations.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Identify or investigate new opportunities for materials to be collected and recycled.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Assign truck drivers or recycling technicians to routes.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Create or manage recycling operations budgets.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Prepare bills of lading, statements of shipping records, or customer receipts related to recycling or hazardous material services.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Inspect physical condition of recycling or hazardous waste facility for compliance with safety, quality, and service standards.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Negotiate contracts with waste management or other firms.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Coordinate shipments of recycling materials with shipping brokers or processing companies.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Operate recycling processing equipment, such as sorters, balers, crushers, and granulators to sort and process materials.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Operate fork lifts, skid loaders, or trucks to move or store recyclable materials.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Schedule movement of recycling materials into and out of storage areas.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Oversee campaigns to promote recycling or waste reduction programs in communities or private companies.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Coordinate recycling collection schedules to optimize service and efficiency.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Develop community or corporate recycling plans and goals to minimize waste and conform to resource constraints.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Prepare grant applications to fund recycling programs or program enhancements.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Investigate violations of solid waste or recycling ordinances.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Implement grant-funded projects, monitoring and reporting progress in accordance with sponsoring agency requirements.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Make presentations to educate the public on how to recycle or on the environmental advantages of recycling.
Recycling Coordinators	https://www.onetonline.org/link/summary/53-1042.01	Design community solid and hazardous waste management programs.
Refractory Materials Repairers, Except Brickmasons	https://www.onetonline.org/link/summary/49-9045.00	Reline or repair ladles and pouring spouts with refractory clay, using trowels.
Refractory Materials Repairers, Except Brickmasons	https://www.onetonline.org/link/summary/49-9045.00	Chip slag from linings of ladles or remove linings when beyond repair, using hammers and chisels.
Refractory Materials Repairers, Except Brickmasons	https://www.onetonline.org/link/summary/49-9045.00	Mix specified amounts of sand, clay, mortar powder, and water to form refractory clay or mortar, using shovels or mixing machines.
Refractory Materials Repairers, Except Brickmasons	https://www.onetonline.org/link/summary/49-9045.00	Measure furnace walls to determine dimensions and cut required number of sheets from plastic block, using saws.
Refractory Materials Repairers, Except Brickmasons	https://www.onetonline.org/link/summary/49-9045.00	Dry and bake new linings by placing inverted linings over burners, building fires in ladles, or by using blowtorches.
Refractory Materials Repairers, Except Brickmasons	https://www.onetonline.org/link/summary/49-9045.00	Remove worn or damaged plastic block refractory linings of furnaces, using hand tools.
Refractory Materials Repairers, Except Brickmasons	https://www.onetonline.org/link/summary/49-9045.00	Climb scaffolding, carrying hoses, and spray surfaces of cupolas with refractory mixtures, using spray equipment.
Refractory Materials Repairers, Except Brickmasons	https://www.onetonline.org/link/summary/49-9045.00	Spread mortar on stopper heads and rods, using trowels, and slide brick sleeves over rods to form refractory jackets.
Refractory Materials Repairers, Except Brickmasons	https://www.onetonline.org/link/summary/49-9045.00	Dump and tamp clay in molds, using tamping tools.
Refractory Materials Repairers, Except Brickmasons	https://www.onetonline.org/link/summary/49-9045.00	Transfer clay structures to curing ovens, melting tanks, and drawing kilns, using forklifts.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Inspect trucks prior to beginning routes to ensure safe operating condition.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Drive trucks, following established routes, through residential streets or alleys or through business or industrial areas.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Refuel trucks or add other fluids, such as oil or brake fluid.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Dump refuse or recyclable materials at disposal sites.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Fill out defective equipment reports.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Operate automated or semi-automated hoisting devices that raise refuse bins and dump contents into openings in truck bodies.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Dismount garbage trucks to collect garbage and remount trucks to ride to the next collection point.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Operate equipment that compresses collected refuse.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Communicate with dispatchers concerning delays, unsafe sites, accidents, equipment breakdowns, or other maintenance problems.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Check road or weather conditions to determine how routes will be affected.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Clean trucks or compactor bodies after routes have been completed.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Tag garbage or recycling containers to inform customers of problems, such as excess garbage or inclusion of items that are not permitted.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Make special pickups of recyclable materials, such as food scraps, used oil, discarded computers, or other electronic items.
Refuse and Recyclable Material Collectors	https://www.onetonline.org/link/summary/53-7081.00	Organize schedules for refuse collection.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Record patients' medical information and vital signs.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Administer medications to patients and monitor patients for reactions or side effects.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Maintain accurate, detailed reports and records.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Monitor, record, and report symptoms or changes in patients' conditions.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Provide health care, first aid, immunizations, or assistance in convalescence or rehabilitation in locations such as schools, hospitals, or industry.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Consult and coordinate with healthcare team members to assess, plan, implement, or evaluate patient care plans.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Direct or supervise less-skilled nursing or healthcare personnel or supervise a particular unit.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Monitor all aspects of patient care, including diet and physical activity.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Instruct individuals, families, or other groups on topics such as health education, disease prevention, or childbirth and develop health improvement programs.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Modify patient treatment plans as indicated by patients' responses and conditions.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Conduct specified laboratory tests.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Observe nurses and visit patients to ensure proper nursing care.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Assess the needs of individuals, families, or communities, including assessment of individuals' home or work environments, to identify potential health or safety problems.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Work with individuals, groups, or families to plan or implement programs designed to improve the overall health of communities.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Prepare patients for and assist with examinations or treatments.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Perform administrative or managerial functions, such as taking responsibility for a unit's staff, budget, planning, or long-range goals.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Order, interpret, and evaluate diagnostic tests to identify and assess patient's condition.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Prescribe or recommend drugs, medical devices, or other forms of treatment, such as physical therapy, inhalation therapy, or related therapeutic procedures.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Direct or coordinate infection control programs, advising or consulting with specified personnel about necessary precautions.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Prepare rooms, sterile instruments, equipment, or supplies and ensure that stock of supplies is maintained.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Administer local, inhalation, intravenous, or other anesthetics.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Provide or arrange for training or instruction of auxiliary personnel or students.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Refer students or patients to specialized health resources or community agencies furnishing assistance.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Perform physical examinations, make tentative diagnoses, and treat patients en route to hospitals or at disaster site triage centers.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Consult with institutions or associations regarding issues or concerns relevant to the practice and profession of nursing.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Inform physician of patient's condition during anesthesia.
Registered Nurses	https://www.onetonline.org/link/summary/29-1141.00	Engage in research activities related to nursing.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Develop regulatory strategies and implementation plans for the preparation and submission of new products.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Review all regulatory agency submission materials to ensure timeliness, accuracy, comprehensiveness, or compliance with regulatory standards.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Direct the preparation and submission of regulatory agency applications, reports, or correspondence.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Investigate product complaints and prepare documentation and submissions to appropriate regulatory agencies as necessary.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Provide responses to regulatory agencies regarding product information or issues.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Represent organizations before domestic or international regulatory agencies on major policy matters or decisions regarding company products.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Provide regulatory guidance to departments or development project teams regarding design, development, evaluation, or marketing of products.
Regulatory Affairs Managers	https://www.onetonline.org/link/summary/11-9199.01	Manage activities such as audits, regulatory agency inspections, or product recalls.
