job_title	job_description
Agent de soutien administratif	"Recevoir les communications téléphoniques et répondre aux questions d’ordre général de la clientèle. Au besoin, transmettre les appels aux agents concernés.
Recevoir les demandes de recherche de coordonnées de clients et des retours de courrier et les traiter selon les procédures établies.
Effectuer le suivi nécessaire auprès des adhérents, employeurs et TPA lorsqu’il y a des documents ou des informations manquantes aux dossiers ou documents.
Effectuer le suivi des dossiers d’exonération en validant certaines informations au système <anon_misc>.
Effectuer le paiement des frais de services.
Effectuer différentes tâches administratives en lien avec le traitement des dossiers d’invalidité.
Faire l’inscription des dépôts directs dans le système <anon_misc>.
Faire des suivis auprès des fournisseurs afin de valider si certains services ont été rendus par eux.
Participer aux travaux collectifs organisés par la direction.
Exercer d'autres fonctions sur demande."
Agent de soutien administratif	"Recevoir les communications téléphoniques et répondre aux questions d’ordre général de la clientèle. Au besoin, transmettre les appels aux agents concernés.
Recevoir les demandes de recherche de coordonnées de clients et des retours de courrier et les traiter selon les procédures établies.
Effectuer le suivi nécessaire auprès des adhérents, employeurs et TPA lorsqu’il y a des documents ou des informations manquantes aux dossiers ou documents.
Effectuer le suivi des dossiers d’exonération en validant certaines informations au système <anon_misc>.
Effectuer le paiement des frais de services.
Effectuer différentes tâches administratives en lien avec le traitement des dossiers d’invalidité.
Faire l’inscription des dépôts directs dans le système <anon_misc>.
Faire des suivis auprès des fournisseurs afin de valider si certains services ont été rendus par eux.
Participer aux travaux collectifs organisés par la direction.
Exercer d'autres fonctions sur demande."
Technicien en administration des contrats	"Analyser les méthodes de travail des preneurs et développer des outils de travail afin de faciliter le traitement interne.
Communiquer avec les administrateurs des régimes d’assurance afin de les sensibiliser et de les guider en matière de gestion administrative d’assurance.
Effectuer les opérations techniques ou complexes reliées à la mise en place des nouveaux groupes, aux renouvellements de groupes, aux mouvements des adhérents, à l’adhésion, à la facturation et à l’encaissement.
S’assurer que les besoins en matière de gestion administrative des administrateurs des régimes d’assurance soient bien définis, en collaboration avec la direction de l’actuariat et les directions des ventes.
Maintenir à jour l’intranet et l’extranet de la direction.
Fournir un support technique au directeur adjoint.
Fournir un support technique aux différentes équipes impliquées dans la gestion des groupes.
Maîtriser les systèmes de paie des clients.
Rédiger les procédures de travail.
Représenter la Société auprès des tribunaux administratifs et judiciaires.
Préparer et fournir les rapports d’assurance qualité et les remettre à l’équipe de gestion de la direction.
Fournir ou demander, par téléphone, entrevue ou correspondance des informations relatives aux activités de la direction (fournisseurs, clients externes, etc.).
Participer, avec la Direction principale – Développement et évolution des systèmes ainsi que les analystes, à la réalisation des essais de systèmes interactifs.
Participer aux travaux collectifs organisés par la direction.
Exécuter toute autre tâche ou fonction sur demande.
Produire une solution efficace basée sur une bonne cueillette d'information suivie d'une analyse rigoureuse et logique.
Écouter attentivement son interlocuteur, faire ressortir les éléments essentiels et en valider la compréhension.
Démontrer de la flexibilité à se libérer de règles, de façons de faire et d'attitudes personnelles qui ne sont pas en harmonie avec les exigences de la situation et en adopter de nouvelles.
Entrer en contact et transiger efficacement avec les gens en ayant une communication ouverte et honnête tout en respectant les différences d'opinions.
Rechercher sans cesse la qualité et l'excellence dans ses méthodes de travail, dans le service fourni et le produit à vendre.
Discerner et percevoir les signes avant-coureurs des changements à venir.
Poser les gestes adéquats qui produiront les résultats attendus au meilleur coût.
Pouvoir travailler sans surveillance, par soi-même, sans dépendre des autres, ni attendre des directives pour exécuter des projets ou des activités.
Démontrer par des gestes concrets son engagement réel à réaliser ses idées, ses projets et ses objectifs.
Tenir des propos concrets et proposer des solutions pratiques et pragmatiques.
Déterminer l'objectif du message à transmettre, utiliser le langage approprié et le rédiger avec clarté et précision.
Communiquer et véhiculer des idées et des projets de changements et en assurer l'implantation."
Technicien en administration des contrats	"Analyser les méthodes de travail des preneurs et développer des outils de travail afin de faciliter le traitement interne.
Communiquer avec les administrateurs des régimes d’assurance afin de les sensibiliser et de les guider en matière de gestion administrative d’assurance.
Effectuer les opérations techniques ou complexes reliées à la mise en place des nouveaux groupes, aux renouvellements de groupes, aux mouvements des adhérents, à l’adhésion, à la facturation et à l’encaissement.
S’assurer que les besoins en matière de gestion administrative des administrateurs des régimes d’assurance soient bien définis, en collaboration avec le service de l’actuariat et les services des ventes.
Maintenir à jour l’intranet et l’extranet du service.
Fournir un support technique aux directeurs adjoints.
Fournir un support technique aux différentes équipes impliquées dans la gestion des groupes.
Maîtriser les systèmes de paie des clients.
Rédiger les procédures de travail.
Représenter la Société auprès des tribunaux administratifs et judiciaires.
Préparer et fournir les rapports d’assurance qualité et les remettre à l’équipe de gestion du service.
Fournir ou demander, par téléphone, entrevue ou correspondance des informations relatives aux activités du service (fournisseurs, clients externes, etc.)
Participer, avec la direction – Prime et adhésion – Soutien aux opérations – Assurance collective ainsi que les analystes, à la réalisation des essais de systèmes interactifs.
Participer aux travaux collectifs organisés sous la supervision de la direction.
Exécuter toute autre tâche ou fonction sur demande.
Produire une solution efficace basée sur une bonne cueillette d'informations suivie d'une analyse rigoureuse et logique.
Écouter attentivement son interlocuteur, faire ressortir les éléments essentiels et en valider la compréhension.
Démontrer de la flexibilité à se libérer de règles, de façons de faire et d'attitudes personnelles qui ne sont pas en harmonie avec les exigences de la situation et en adopter de nouvelles.
Entrer en contact et transiger efficacement avec les gens en ayant une communication ouverte et honnête tout en respectant les différences d'opinions.
Rechercher sans cesse la qualité et l'excellence dans ses méthodes de travail, dans le service fourni et le produit à vendre.
Discerner et percevoir les signes avant-coureurs des changements à venir.
Poser les gestes adéquats qui produiront les résultats attendus au meilleur coût.
Pouvoir travailler sans surveillance, par soi-même, sans dépendre des autres, ni attendre des directives pour exécuter des projets ou des activités.
Démontrer par des gestes concrets son engagement réel à réaliser ses idées, ses projets et ses objectifs.
 Tenir des propos concrets et proposer des solutions pratiques et pragmatiques.
Déterminer l'objectif du message à transmettre, utiliser le langage approprié et le rédiger avec clarté et précision.
Communiquer et véhiculer des idées et des projets de changements et en assurer l'implantation."
Technicien au service à la clientèle	"Recevoir et donner suite aux différentes demandes de vérification de dossiers de personnes assurées en provenance des preneurs (comités paritaires et d’assurance, parties syndicales et patronales), des conseillers et représentant à la vente et des services internes et en faire une synthèse écrite dans le système de gestion des communications.
Faire la cueillette des informations nécessaires à l’analyse des dossiers en communiquant avec les services administratifs concernés et en utilisant les systèmes informatiques disponibles : <anon_misc>, <anon_misc>, <anon_misc>, <anon_misc> / <anon_misc>, <anon_misc> / <anon_misc>, <anon_misc>, <anon_misc>, intranet et Internet.
Analyser chaque dossier en interprétant les clauses contractuelles et en vérifiant la justesse de leur application administrative. Expliquer cette analyse à la personne qui en a fait la demande, la convaincre de la pertinence du traitement appliqué ou négocier avec elle une entente pour régler le différend.
Coordonner les interventions nécessaires à la correction du dossier en conformité avec ce qui a été convenu en communiquant, verbalement ou par écrit, avec les preneurs, les services internes et les personnes assurées et en rédigeant les formulaires de cas spéciaux à soumettre pour approbation à la haute direction.
Informer la vice-présidente, les conseillers ou le représentant de problèmes potentiels et faire des recommandations en vue d’améliorer les documents en usage (dépliants, guides de l’administrateur, formulaires, etc.) et le service à la clientèle.
Établir et maintenir des liens de confiance avec tout représentant des preneurs en répondant avec promptitude et professionnalisme à leurs demandes et en mesurant les impacts possibles des interventions sur la relation d’affaires entre <anon_company> et les preneurs. 
Communiquer avec les employeurs et les syndicats des groupes public et parapublic pour obtenir les renseignements nécessaires à l’ouverture de nouveaux groupes ou la modification de groupes existants à la suite de la réception d’un constat de vote ou dans le cadre d’une campagne de mise à jour.
Rédiger des communiqués destinés à l’employeur et à l’adhérent pour faciliter l’accueil de nouveaux groupes.
Participer à certaines réunions avec d’autres directions ou les preneurs pour l’organisation et le déroulement des campagnes de mise à jour ou pour régler des cas particuliers.
Rédiger les procédures de travail et en assurer la mise à jour.
Produire périodiquement des rapports pour la Direction des ressources humaines <anon_location> (<anon_misc>).
Communiquer à tout nouvel employé, s’il y a lieu, certains renseignements relatifs à ses fonctions.
Participer aux travaux collectifs organisés sous la supervision de la direction et assister aux réunions.
Exercer d’autres fonctions sur demande."
Agent de soutien administratif	"Recevoir les communications téléphoniques et répondre aux questions d’ordre général de la clientèle. Au besoin, transmettre les appels aux agents concernés.
Recevoir les demandes de recherche de coordonnées de clients et des retours de courrier et les traiter selon les procédures établies.
Effectuer le suivi nécessaire auprès des adhérents, employeurs et TPA lorsqu’il y a des documents ou des informations manquantes aux dossiers ou documents.
Effectuer le suivi des dossiers d’exonération en validant certaines informations au système <anon_misc>.
Effectuer le paiement des frais de services.
Effectuer différentes tâches administratives en lien avec le traitement des dossiers d’invalidité.
Faire l’inscription des dépôts directs dans le système <anon_misc>.
Faire des suivis auprès des fournisseurs afin de valider si certains services ont été rendus par eux.
Participer aux travaux collectifs organisés par la direction.
Exercer d'autres fonctions sur demande."
Technicien au service à la clientèle	"Fournir ou demander par téléphone, entrevue ou correspondance des informations relatives aux activités du bureau de <anon_location> à des gens de l’intérieur ou de l’extérieur de la Société.
Effectuer les recherches nécessaires pour répondre à la correspondance, aux appels téléphoniques, aux personnes qui se rendent au bureau de <anon_location> et aux cas soumis par les représentants.
Tenir à jour le système « <anon_misc> » afin que les notes adressées aux différents services administratifs du siège social reçoivent une réponse.
Tenir à jour différents documents nécessaires pour fournir l’information la plus exacte possible.
Noter les réquisitions de formulaires demandées par les clients et les remettre à qui de droit.
Rédiger, et signer ses lettres.
Participer à des travaux administratifs reliés aux diverses campagnes d’inscription et de mise à jour.
Assister, sur demande, à différentes réunions d’information.
Classer divers documents aux dossiers du bureau de <anon_location>.
 Utiliser le système « <anon_misc> » pour recevoir ou transmettre des données au fichier central.
Participer aux travaux collectifs organisés sous la supervision de la succursale.
Exercer d'autres fonctions sur demande."
Agent de service à la clientèle 	"Assurer le service à la clientèle aux adhérents, aux conseillers financiers externes, aux responsables de groupes et aux représentants de la Société ou des partenaires concernant les dossiers d’épargne, de retraite ou des informations d’ordre général concernant le fonctionnement des véhicules de placements ou des produits offerts.
Effectuer les recherches nécessaires pour donner suite aux informations demandées par téléphone, entrevue ou correspondance et tenir à jour certaines statistiques liées aux activités du secteur.
Analyser les demandes d’enregistrement ou de modification des dossiers d’adhérents, d’intermédiaires, de groupes ou de responsables de groupes et procéder à l’inscription au système en tenant compte de l’aspect légal, contractuel et du type de produit choisi.
Maîtriser les différentes règles fiscales ou légales ainsi que les différentes modalités des véhicules de placement tels que : placements garantis, fonds distincts, actions de fonds de travailleurs; et des produits d’épargne et de retraite tels que : REÉR, CRI, INV, RRS, RCR, RPDB, RIC, Rentes, FERR, FRV, etc.
Accueillir les visiteurs et répondre à leurs diverses demandes d’information autre que du conseil financier de placements.
Opérer un micro ordinateur pour recevoir et transmettre de l’information aux systèmes de gestion. À l’aide des logiciels appropriés, effectuer divers calculs, compilations et produire divers rapports, listes et mémos pour les intervenants internes ou externes.
Solliciter des responsables de groupes ou de paies chez les employeurs pour leur offrir les services du WEB – I&R.
Gérer ses activités quotidiennes selon les priorités établies dans le secteur d’activités.
Composer, corriger et signer des lettres. Collaborer à la rédaction des textes pour de nouvelles lettres et formules ou à la modification de celles déjà existantes.
Collaborer à l’établissement ou à la modification des procédures relatives aux activités du service.
Effectuer occasionnellement des sondages téléphoniques selon les besoins de la Société.
Assurer la relève à la réception lors des pauses et des dîners.
Participer aux travaux collectifs organisés sous la supervision du service.
Exercer d’autres fonctions sur demande."
Préposé à l’administration des contrats	"Planifier et coordonner en équipe les activités inhérentes à une saine gestion des dossiers des clients en respectant les normes de qualité et de quantité.
Collaborer avec les autres dans le but d’atteindre des objectifs communs.
Aborder un problème dans son ensemble afin d'en déterminer avec précision son origine, les causes et d'identifier les solutions pertinentes.
Adhérer à la vision de l'entreprise, à sa mission, à ses valeurs corporatives et aux objectifs à atteindre.
Effectuer des adhésions et des changements de protections, d'adresses, de bénéficiaires et autres opérations de mise à jour du dossier des adhérents; effectuer des terminaisons de groupes ou d'adhérents.
Préparer, vérifier et contrôler l'inscription des nouveaux groupes et effectuer les modifications demandées lors des transferts ou renouvellements de groupes.
Vérifier et balancer les encaissements relatifs aux primes d’assurance; s’assurer que les changements indiqués par les responsables de groupes sont conformes aux contrats; calculer les taux de primes et vérifier qu’ils ont été appliqués correctement; enregistrer et modifier des comptes à recevoir; effectuer des encaissements et des retraits; préparer des factures d'ajustement ou des demandes de remboursement.
Effectuer les recherches nécessaires pour donner suite au courrier quotidien.
Fournir ou demander, par téléphone ou correspondance, des informations relatives aux activités du service.
Analyser et corriger certains cas rejetés lors des traitements informatiques en référence avec le fichier des assurés, le fichier des groupes et le fichier de revenu de prime.
Utiliser l’intranet et l’extranet du service, les logiciels de la suite Microsoft (Excel, Word, Outlook), <anon_misc>, <anon_misc>, les logiciels de gestion des tâches et de gestion numérique des dossiers.
Utiliser des systèmes externes (par exemple <anon_misc> et <anon_misc>) afin de mettre à jour les informations relatives aux cartes d’assurance pour le paiement de prestations préapprouvé chez un fournisseur de service; vérifier et corriger les cas rejetés lors des traitements informatiques et régler les cas soumis par le service à la clientèle à la suite d’une demande des adhérents.
Participer aux travaux collectifs organisés sous la supervision du service.
Exercer d'autres fonctions sur demande."
Agent d’indemnisation en assurance maladie	"Analyser et évaluer chacune des demandes de prestations reçues, décider à quelle garantie se référer et saisir les informations pertinentes.
Soumettre à la pharmacienne ou à l’infirmière les dossiers qui demandent une analyse plus approfondie.
Opérer une calculatrice pour exécuter différents travaux.
Obtenir par téléphone ou correspondance des informations relatives aux activités de la direction.
Calculer, après vérification des garanties, les cas de « doubles protections ».
Corriger les cas rejetés des listes de cas spéciaux et de validation et effectuer les recherches nécessaires aux paiements des comptes.
Réévaluer tous les cas soumis par le Service à la clientèle.
Déterminer les cas et la nature des demandes de renseignements nécessaires à l'acceptation des demandes de prestations et remplir les formules appropriées (à remettre au traitement de textes).
Opérer un écran informatique pour recevoir, transmettre ou corriger des informations au fichier central.
Participer aux travaux collectifs organisés par la direction.
Exercer d'autres fonctions sur demande."
Préposé au service à la clientèle	"Fournir ou demander, par téléphone, entrevue ou correspondance, des informations relatives à l'un ou l'autre des services de l'administration de l'assurance collective.
Effectuer les recherches nécessaires pour donner suite aux informations demandées par téléphone, entrevue ou correspondance.
Communiquer avec les autres directions de l'assurance collective, selon une procédure établie pour obtenir les renseignements permettant de répondre à la demande de service du client.
Dicter, corriger et signer ses lettres.
Participer au réseau téléphonique, mis sur pied lors des campagnes d'inscription, pour fournir les renseignements nécessaires aux assurés.
Offrir, par écrit ou par téléphone, des services ou produits du <anon_company>.
Effectuer, occasionnellement, différents travaux dans les diverses directions de l'administration des contrats selon les besoins des directions.
Gérer ses activités quotidiennes selon les règles établies avec l'outil « <anon_misc> ».
Effectuer occasionnellement des sondages téléphoniques selon les besoins de la Société.
Effectuer des demandes de remboursement à la suite d'une vérification d'un dossier ou de la liste des déchéances rétroactives.
Annuler ou encaisser des chèques <anon_company> ou d'assurés et demander selon la procédure établie l'émission de chèques par l’administration.
Participer régulièrement à une formation continue pour le perfectionnement des connaissances à maîtriser dans l'exécution des tâches quotidiennes et la transmission des informations aux clients.
Interpréter les demandes des clients afin de soumettre des suggestions d’amélioration dans la direction.
Maîtriser les modalités, cibler et référer les assurés aux différents programmes gouvernementaux (SAAQ, CSST, RRQ, CARRA, RAMQ, etc.).
Participer aux travaux collectifs organisés par la direction.
Exercer d'autres fonctions sur demande."
Agent de règlement	"Analyser les demandes de prestations d'assurance salaire de courte et de longue durée en tenant compte de l'aspect contractuel et médical du dossier tout en respectant les clauses d'invalidité des contrats.
Assurer le service à la clientèle aux assurés et aux responsables de groupes concernant les dossiers en assurance salaire ou les informations d'ordre général concernant les garanties d'assurance salaire.
Procéder à l'inscription et l'ouverture du dossier d'invalidité.
Effectuer le calcul des prestations payables en tenant compte des différentes sources d'intégration et des particularités des contrats.
Obtenir et fournir aux différents intervenants les informations nécessaires à l'évaluation des dossiers (dossier médical, expertise médicale, surveillance d'activité, statut fiscal, tout autre document, etc.).
Maîtriser les modalités, cibler et référer les assurés aux différents programmes gouvernementaux (SAAQ, CSST, RRQ et CARRA).
Déterminer, à l'aide d'outils ou en collaboration avec la conseillère en invalidité ou le directeur médical, la durée d'invalidité applicable à un dossier.
Effectuer le paiement et/ou les ajustements et s'assurer de l'exactitude du dossier physique et informatique du prestataire.
Évaluer les informations reçues et rendre les décisions adéquates.
Vérifier et corriger les dossiers faisant l'objet d'un rejet.
Référer les dossiers en réadaptation selon les critères préétablis.
Soumettre au chef de section toute suggestion d'amélioration au bon fonctionnement du service.
Participer aux travaux collectifs organisés par la direction.
Exercer d'autres fonctions sur demande."
Agent d’indemnisation en assurance maladie	"Analyser et évaluer chacune des demandes de prestations reçues, décider à quelle garantie se référer et saisir les informations pertinentes.
Soumettre à la pharmacienne ou à l’infirmière les dossiers qui demandent une analyse plus approfondie.
Opérer une calculatrice pour exécuter différents travaux.
Obtenir par téléphone ou correspondance des informations relatives aux activités de la direction.
Calculer, après vérification des garanties, les cas de «doubles protections».
Corriger les cas rejetés des listes de cas spéciaux et de validation et effectuer les recherches nécessaires aux paiements des comptes.
Réévaluer tous les cas soumis par le Service à la clientèle.
Déterminer les cas et la nature des demandes de renseignements nécessaires à l'acceptation des demandes de prestations et remplir les formules appropriées (à remettre au traitement de textes).
Opérer un écran informatique pour recevoir, transmettre ou corriger des informations au fichier central.
Participer aux travaux collectifs organisés par la direction.
Exercer d'autres fonctions sur demande."
